date,tmean,tmin,tmax,humidite,Ra,ETo,VPD,soil_temp,soil_moisture
3/29/2022,16.54,10,24.42,74.95,31.93616901,9.578413355,0.471430565,16.44,52
3/30/2022,17.78,13.57,24.43,78.67,32.15982912,8.672861776,0.434195754,17.49,51
3/31/2022,15.11,11.71,19.59,81.96,32.38187249,6.880512456,0.309829937,15.38,52
4/1/2022,13.7,9.66,19.43,72.45,32.60223087,7.38300207,0.4319144,14.06,52
4/2/2022,11.21,7.9,15.69,65.06,32.82083774,6.112149323,0.46510422,11.97,52
4/3/2022,11.01,6.1,15.73,61.86,33.03762837,6.793492519,0.501002073,12.13,52
4/4/2022,13.42,9.61,17.66,72.59,33.25253982,6.774597493,0.42195499,13.84,51
4/5/2022,14.44,9.96,19.76,78.1,33.46551096,7.768431978,0.360216956,14.96,51
4/6/2022,15.61,11.87,21.16,77.16,33.67648253,7.887491282,0.405063616,16.01,51
4/7/2022,14.99,11.81,19.48,71.61,33.88539709,7.077494068,0.483836186,15.37,51
4/8/2022,16.36,10.05,24.17,62.79,34.0921991,10.06509927,0.692299787,16.51,50
4/9/2022,16.14,10.85,22.54,64.75,34.29683488,9.153790573,0.646700075,16.12,50
4/10/2022,13.78,9.27,18.29,63.21,34.49925263,7.52580424,0.57978262,14.4,49
4/11/2022,14.7,7.35,22.64,65.9,34.69940244,10.14231128,0.570386065,15.22,49
4/12/2022,16.15,11.39,22.57,69.5,34.8972363,9.111283302,0.559913206,16.66,49
4/13/2022,15.71,13.08,20.15,73.78,35.09270806,7.19165515,0.467995061,16.31,49
4/14/2022,15.72,13.67,18.36,82.61,35.28577345,5.891391838,0.310589084,15.52,49
4/15/2022,15.16,12.84,17.63,84.4,35.47639007,5.886026556,0.268786813,14.78,49
4/16/2022,14.96,12.99,17.57,81.34,35.66451739,5.75096626,0.317399049,14.87,51
4/17/2022,15.23,10.99,19.91,77.81,35.85011669,8.134098187,0.384056263,15.78,50
4/18/2022,14.26,10.17,18.31,59.71,36.03315108,7.580638715,0.65502585,14.48,50
4/19/2022,17.25,8.39,26.02,56.95,36.21358549,12.2578285,0.847500655,17.62,50
4/20/2022,18.93,12.09,29.51,59.19,36.39138661,12.83132317,0.892847485,18.68,49
4/21/2022,15.59,12.34,19.71,79.44,36.56652288,7.623627432,0.364161218,15.91,49
4/22/2022,15.32,10.6,19.99,73.13,36.73896447,8.575863727,0.46775254,15.63,49
4/23/2022,19.34,11.63,28.67,61.33,36.90868326,13.01466766,0.867924233,19.08,49
4/24/2022,17.56,12.7,24.59,67.25,37.07565276,10.39728206,0.65748059,18.21,48
4/25/2022,17.63,11.75,24.63,62.93,37.23984815,10.89092635,0.747501006,18.69,48
4/26/2022,18.28,11.77,26.15,55.64,37.40124616,11.7695506,0.93182964,18.83,48
4/27/2022,18.34,11.55,25.75,56.97,37.5598251,11.76477749,0.907299711,18.44,47
4/28/2022,16.5,14.26,19.16,75.05,37.7155648,6.586286402,0.468355371,16.34,47
4/29/2022,16.36,13.3,19.99,78.17,37.86844655,7.695489442,0.406151689,16.55,47
4/30/2022,15.97,11.23,21.88,70.88,38.01845308,9.636695637,0.528471333,16.7,47
5/1/2022,16.77,10.01,22.78,71.8,38.1655685,10.84412213,0.538525672,17.59,47
5/2/2022,17.58,12.96,22.72,69.88,38.30977829,9.7391311,0.60544484,18.89,47
5/3/2022,19.44,14.22,25.41,65.96,38.45106919,11.01693969,0.768773478,19.88,47
5/4/2022,20.16,13.98,28.09,63.64,38.58942922,12.65569214,0.858656381,20.49,46
5/5/2022,20.68,15.91,28.3,65.79,38.7248476,12.06391504,0.834224226,20.47,46
5/6/2022,17.24,14.75,20.54,73.63,38.85731471,7.535359907,0.518802816,17.79,46
5/7/2022,16.76,14.62,19.46,82.58,38.98682203,6.817765921,0.332452592,16.94,48
5/8/2022,17.32,14.48,20.95,81.19,39.11336211,8.036364607,0.37194431,17.9,50
5/9/2022,17.14,13.87,20.55,81.71,39.23692852,8.149556429,0.357567302,17.75,50
5/10/2022,16.91,12.85,21.22,80.97,39.35751577,9.090187824,0.366651984,17.73,50
5/11/2022,17.86,12.34,23.62,74.83,39.47511931,10.8739461,0.514950602,18.82,49
5/12/2022,19.08,12.13,26.2,61.86,39.58973546,12.59645666,0.842277798,19.78,49
5/13/2022,20.78,12.87,28.88,52.07,39.70136132,14.09584527,1.176008249,21.14,48
5/14/2022,21.11,14.01,29.11,52.94,39.80999482,13.84425728,1.178316053,21.8,47
5/15/2022,22.6,15.44,31.41,58.78,39.91563458,14.82192793,1.130326822,23.23,47
5/16/2022,22.44,16.63,30.08,59.91,40.01827989,13.58330235,1.088713699,22.93,47
5/17/2022,22.61,16.24,30.8,50.97,40.11793072,14.22773927,1.345307049,22.93,46
5/18/2022,22.13,16.27,28.83,59.17,40.21458757,13.0889734,1.088100541,23,46
5/19/2022,22.27,17.11,28.69,69.88,40.30825153,12.64140712,0.809552159,23.2,46
5/20/2022,22.55,16.48,29.44,63.87,40.39892418,13.49719977,0.987748346,23.57,46
5/21/2022,23.23,15.07,32.42,50.67,40.48660754,15.91440772,1.405292739,24.09,45
5/22/2022,24.56,17.13,32.21,42.43,40.57130409,15.3498249,1.776435697,24.99,45
5/23/2022,26.79,18.26,36.24,42.87,40.65301665,17.678806,2.011918486,26.93,44
5/24/2022,26.89,19.48,36.87,48.88,40.73174841,17.45906711,1.810872928,27.43,44
5/25/2022,23.88,19.22,32.79,66.36,40.80750285,14.41071369,0.996582566,24.71,44
5/26/2022,21.73,18.72,25.24,74.69,40.88028373,9.490571155,0.658245184,22.7,45
5/27/2022,21.38,17.63,26.17,70.06,40.95009504,10.78390658,0.762167852,22.82,45
5/28/2022,21.45,18.29,25.94,75.41,41.01694096,10.24145078,0.628664177,22.11,45
5/29/2022,24.53,17.54,31.47,50.18,41.08082587,14.92762885,1.53454002,24.69,45
5/30/2022,26.06,19.71,36.15,49.33,41.14175427,16.82790982,1.709292004,26.2,44
5/31/2022,26.55,19.26,34.71,58.35,41.19973077,16.51886029,1.446208585,27.3,44
6/1/2022,28.85,22.7,38.59,56.26,41.25476007,17.64474955,1.736952772,29.26,44
6/2/2022,26.85,21.99,37.24,54.15,41.30684694,16.56556552,1.620377907,26.84,43
6/3/2022,30.62,23.56,39.69,38.8,41.35599617,18.49729791,2.690541347,30.43,43
6/4/2022,30.99,22.46,40.25,34.22,41.40221255,19.59612399,2.953545159,30.99,43
6/5/2022,28.07,22.03,35.95,49.51,41.44550089,16.31374188,1.916279278,29.06,42
6/6/2022,26.79,21.23,34.87,50.78,41.48586594,15.71348999,1.733355993,28.15,42
6/7/2022,26.89,21.74,32.82,49.45,41.52331242,14.20692415,1.79068127,27.57,42
6/8/2022,26.06,20.23,31.84,56.46,41.55784496,14.28451804,1.468769959,27.28,42
6/9/2022,24.1,20.19,29.22,58.74,41.58946812,12.04395434,1.238573437,25.22,42
6/10/2022,22.94,19.55,27.4,59.43,41.61818637,10.92614198,1.135659039,24.45,42
6/11/2022,23.44,18.86,28.52,63.74,41.64400403,12.27686657,1.046129826,25.07,42
6/12/2022,24.71,18.8,31.04,60,41.66692531,14.25282996,1.245387233,26.12,42
6/13/2022,25.58,18.69,32.42,55.38,41.6869543,15.41178063,1.463036356,26.69,42
6/14/2022,27.47,20.97,35.11,41.52,41.70409492,16.32832874,2.143197262,28.71,42
6/15/2022,28.24,21.84,35.58,40.6,41.71835091,16.37508828,2.276846094,29.25,41
6/16/2022,28.5,21.15,35.86,41.71,41.72972587,17.04357497,2.268285129,29.8,41
6/17/2022,29.36,22.14,36.67,39.82,41.73822322,17.2571231,2.461223826,30.75,41
6/18/2022,26.55,21.89,32,60.61,41.74384618,13.53909076,1.367734842,28.14,41
6/19/2022,26.76,20.49,33.33,60.84,41.7465978,15.33121654,1.376648833,28.53,41
6/20/2022,27.62,21.02,34.61,57.27,41.74648091,16.0769835,1.579769743,29.16,41
6/21/2022,29.96,21.84,38.4,39.38,41.74349816,18.65997945,2.566250621,30.69,41
6/22/2022,31.09,24.01,40.4,32.36,41.737652,19.00051462,3.054394224,31.9,41
6/23/2022,30.39,22.49,39.96,42.35,41.72894467,19.33163632,2.501380789,31.79,40
6/24/2022,29.26,23.07,36.74,53.1,41.71737821,16.6947924,1.90707531,31.06,40
6/25/2022,30.81,22.6,39.18,44.43,41.70295444,18.98508491,2.469655388,31.89,40
6/26/2022,32.82,25.54,41.29,35.99,41.68567501,19.26092297,3.18743106,33.42,40
6/27/2022,34.13,26.6,43.1,35.3,41.66554134,20.21460034,3.466550608,35.08,40
6/28/2022,28.47,24.28,34.09,63.34,41.64255465,13.88031121,1.424099069,30.06,40
6/29/2022,27.61,22.64,33.38,58.62,41.61671599,14.24456808,1.528965824,29.82,40
6/30/2022,29.84,23.3,39.07,56.46,41.5880262,18.0960482,1.830543709,30.32,40
7/1/2022,31.7,25.45,42.31,54.06,41.55648593,19.42677168,2.147584827,31.79,40
7/2/2022,28.3,23.74,35.08,66.21,41.52209568,14.82567766,1.299719298,30.63,40
7/3/2022,28.44,23.01,35.8,57.62,41.48485575,15.77867453,1.643435542,30.4,40
7/4/2022,30.53,25.1,38.47,43.36,41.4447663,16.84534965,2.477303368,32.01,40
7/5/2022,31.01,24.49,37.8,46.14,41.40182733,16.95685011,2.421088092,32.25,40
7/6/2022,31.21,24.33,39.44,48.75,41.3560387,18.1210644,2.33012395,32.56,40
7/7/2022,30.35,25.19,36.63,49.67,41.30740016,15.47266068,2.178781983,31.48,40
7/8/2022,26.72,23.3,30.98,59.03,41.25591132,11.70711236,1.436895846,28.51,40
7/9/2022,26.6,22.11,31.4,61.29,41.20157171,12.8242639,1.348084611,28.66,40
7/10/2022,26.62,21.46,31.96,56.16,41.14438079,13.62108084,1.528535782,29,40
7/11/2022,26.66,21.69,32.02,55.31,41.08433793,13.50279729,1.561842928,29.23,40
7/12/2022,28.1,20.99,35.42,53.52,41.02144247,16.4507088,1.767167357,29.99,40
7/13/2022,29.16,23.01,35.99,53.54,40.95569373,15.93703613,1.878314888,31.26,40
7/14/2022,27.71,23.1,33.09,56.27,40.88709101,13.52706661,1.625256749,30.3,40
7/15/2022,27.91,22.33,34.12,54.82,40.81563366,14.73406234,1.698843645,30.29,40
7/16/2022,28.74,21.84,35.49,47.64,40.74132105,16.11222981,2.066064515,31.12,40
7/17/2022,30.46,22.66,37.97,39.7,40.66415263,17.66096686,2.626854329,32.33,40
7/18/2022,30.82,22.97,38.51,39.3,40.58412794,17.89058395,2.699182443,32.61,40
7/19/2022,31.58,24.29,38.95,40.73,40.50124668,17.61222797,2.751955391,33.02,40
7/20/2022,31.56,24.25,39.01,41.11,40.41550867,17.62764172,2.731213277,33.13,40
7/21/2022,31.11,25.54,37.3,48.04,40.32691393,15.55693897,2.349009435,33.26,40
7/22/2022,30.88,25.21,37.19,44.21,40.23546271,15.59250223,2.489344827,32.81,40
7/23/2022,31.4,23.95,38.4,42.82,40.14115552,17.26699378,2.627945522,33.18,40
7/24/2022,31.82,25.66,38.27,37.94,40.04399315,16.22854252,2.920931334,33.48,40
7/25/2022,31.68,25.7,38.21,38.33,39.94397673,16.07820204,2.879660716,33.3,40
7/26/2022,31.9,25.96,38.37,40.28,39.84110774,16.04358873,2.823545177,33.32,40
7/27/2022,30.2,25.53,36.31,57.23,39.73538809,14.40309791,1.835681147,31.91,40
7/28/2022,30.19,24.93,37.13,59.11,39.62682013,15.27733933,1.753986997,32.94,40
7/29/2022,31.15,24.26,39.01,55.86,39.51540668,17.08610214,2.00002757,33.95,40
7/30/2022,31.19,26.54,36.95,51.56,39.40115111,14.32417276,2.199862459,33.22,40
7/31/2022,29.51,25.56,34.41,57.32,39.28405736,12.71653398,1.760660853,31.41,40
8/1/2022,29.35,24.21,35.79,57.06,39.16412999,14.45281009,1.755135535,32.11,40
8/2/2022,28.79,24.01,34.37,59.54,39.0413742,13.46559413,1.601132292,31.62,40
8/3/2022,29.45,23.93,34.87,56.33,38.91579593,13.98827711,1.795287668,31.99,40
8/4/2022,30.57,24.35,36.5,52.45,38.78740185,15.04120921,2.084485067,32.66,40
8/5/2022,31.72,24.7,38.1,43.92,38.65619945,16.11684483,2.624576467,33.05,40
8/6/2022,30,25.89,34.84,60.19,38.52219703,12.67004912,1.6891642,31.4,40
8/7/2022,29.89,24.99,35.16,61.38,38.38540382,13.42708532,1.628361085,31.36,40
8/8/2022,29.96,25.3,35.65,62.16,38.24582997,13.5159451,1.601895802,31.51,40
8/9/2022,29.12,24.63,34.18,63.1,38.10348661,12.70726955,1.488376185,31.2,40
8/10/2022,28.78,24.03,33.83,62.39,37.95838592,12.7305772,1.48748738,31.12,40
8/11/2022,28.63,24.81,33.31,61.16,37.81054115,11.77196265,1.522846691,31.14,40
8/12/2022,28.81,23.44,34.43,56.12,37.65996666,13.38399348,1.738483862,30.86,40
8/13/2022,30.64,23.84,38.11,45.79,37.50667798,15.78528971,2.385961978,32.16,40
8/14/2022,31.49,24.71,39.37,41.46,37.35069188,16.21258591,2.704224824,32.88,40
8/15/2022,32.41,26.52,40.99,41.63,37.19202636,16.3381231,2.840314511,33.29,40
8/16/2022,32.73,27.82,39.63,42.67,37.03070072,14.7898583,2.840395625,33.62,40
8/17/2022,35.44,27.34,43.47,37.68,36.8667356,18.13083271,3.590174181,35.43,40
8/18/2022,31.04,26.79,37.11,54.83,36.70015302,13.24375735,2.033929706,32.5,40
8/19/2022,28.27,25.79,32.09,54.53,36.53097643,9.715778462,1.745940111,30.06,40
8/20/2022,28.16,25.44,31.99,53.72,36.35923072,9.83655879,1.765715197,29.72,40
8/21/2022,27.62,23.97,31.89,58.9,36.18494227,10.63813362,1.519507054,29.31,40
8/22/2022,28.03,24.28,32.75,60.1,36.008139,11.04638244,1.510828691,29.59,40
8/23/2022,27.4,23.81,31.84,59.55,35.82885037,10.5549679,1.476371468,29.2,40
8/24/2022,27.41,22.82,33.09,59.58,35.64710744,11.87878057,1.476139618,29.62,40
8/25/2022,27.26,22.01,32.68,60.56,35.46294288,12.00538261,1.42776218,29.47,40
8/26/2022,27.84,22,34.3,59.2,35.27639099,12.9870399,1.527902272,29.35,40
8/27/2022,29.27,23.76,35.7,55.01,35.08748775,13.12582083,1.830465177,31.35,40
8/28/2022,29.21,24.83,34.93,60.66,34.89627081,11.99106598,1.595058768,31.06,40
8/29/2022,28.15,23.03,34.77,62.57,34.70277955,12.56642263,1.427231937,30.24,40
8/30/2022,29.34,23.01,36.69,57.04,34.50705504,13.83784174,1.75494118,30.96,40
8/31/2022,27.75,23.59,36.13,56.11,34.3091401,12.72842942,1.635014579,28.77,40
9/1/2022,28.47,24.3,33.82,60.67,34.10907928,11.19994284,1.527818231,30.01,40
9/2/2022,30.06,22.59,37.9,56.77,33.90691892,14.60415566,1.840599079,31.5,40
9/3/2022,31.43,25.97,39.39,51.99,33.70270706,13.9797278,2.210260019,32.29,40
9/4/2022,31.2,25.91,37.16,45.17,33.49649356,12.66191881,2.491474973,32.99,40
9/5/2022,32.64,26.79,40.1,46.42,33.28833,14.08912265,2.64120468,33.76,40
9/6/2022,30.76,26.81,39.17,60.4,33.07826972,12.98848609,1.754902212,32.22,40
9/7/2022,30.29,26.11,37.04,56.26,32.86636783,12.01833777,1.887011671,31.17,40
9/8/2022,31.5,27.62,38.45,46.65,32.65268117,12.18450334,2.46587376,31.98,40
9/9/2022,29.77,25.7,35.29,56.01,32.43726829,10.99042695,1.842041382,31.21,40
9/10/2022,28.35,23.46,34.75,61.27,32.22018949,11.49144394,1.494067222,30.43,40
9/11/2022,28.48,23.56,34.87,56.52,32.00150674,11.45573386,1.690009888,30.32,40
9/12/2022,28.11,23.55,34.77,56.41,31.78128368,11.24094938,1.658254184,29.8,40
9/13/2022,29.27,23.39,36.51,56.94,31.55958561,12.37571342,1.75194111,30.64,40
9/14/2022,31.82,24.97,40.36,53.35,31.33647943,14.02988493,2.195640456,32.74,40
9/15/2022,31.43,25.93,38.89,51.79,31.11203367,12.68202406,2.219467518,32.21,40
9/16/2022,29.29,25.51,35.64,66.75,30.88631838,10.64700341,1.354372184,30.85,40
9/17/2022,26.57,23.91,30.59,68.02,30.65940515,8.086660683,1.111746235,27.62,42
9/18/2022,25.29,21.12,30.23,55.33,30.43136704,9.103009182,1.439674609,27.29,41
9/19/2022,27.56,22.45,36.11,60.65,30.20227856,11.64570917,1.449718583,28.62,41
9/20/2022,26.13,22.85,31.02,61.01,29.97221561,8.656033242,1.320731054,27.1,41
9/21/2022,24.32,21.59,28.42,62.67,29.74125544,7.529841721,1.135471196,25.77,41
9/22/2022,23.29,19.7,27.53,63.58,29.5094766,7.803804211,1.04128248,24.32,41
9/23/2022,22.45,19.38,26.9,64.35,29.27695889,7.432391944,0.968726028,24.1,42
9/24/2022,23.85,18.04,29.88,55.43,29.04378331,9.573525112,1.318005145,24.57,41
9/25/2022,25.08,19.69,31.36,61.8,28.81003197,9.706480379,1.21586944,25.7,41
9/26/2022,24.41,21,29.65,72.85,28.5757881,8.159235318,0.83028555,25.11,43
9/27/2022,23.46,20.89,27.54,67,28.34113591,6.93561752,0.953224665,24.51,43
9/28/2022,22.4,19.23,26.96,65.17,28.10616058,7.225121575,0.943573402,23.43,42
9/29/2022,23.34,18.7,29.99,57.06,27.87094818,8.861165301,1.231404918,24.07,42
9/30/2022,23.69,18.29,31.33,65.22,27.63558562,9.523108635,1.018652214,24.53,42
10/1/2022,21.98,19.08,25.87,65.17,27.40016054,6.532517913,0.919759248,23.11,42
10/2/2022,22.23,18.27,27.55,65.63,27.16476128,7.618918136,0.921536627,23.3,41
10/3/2022,22.93,17.72,29.88,70.72,26.92947682,8.797047757,0.819126952,23.84,41
10/4/2022,22.71,18.39,28.37,76.9,26.69439665,7.857338426,0.637683492,23.59,41
10/5/2022,23.65,19.9,28.65,71.06,26.45961076,7.46173547,0.845569974,24.71,41
10/6/2022,24.64,20.16,30,67.45,26.22520954,8.030077327,1.009206625,25.62,41
10/7/2022,23.68,18.9,29.16,62.25,25.99128371,7.942696975,1.104973873,25.02,41
10/8/2022,24.56,18.99,30.9,60.59,25.75792423,8.660650828,1.216073143,25.61,41
10/9/2022,24.34,20.2,29.57,61.65,25.52522225,7.572890809,1.16789428,24.89,41
10/10/2022,24.86,20.15,30.78,60.13,25.29326903,8.091336871,1.25249891,26.06,41
10/11/2022,24.33,20.41,29.22,69.7,25.06215585,7.208180873,0.922190801,25.11,41
10/12/2022,24,21.32,28.9,77.19,24.83197396,6.572793147,0.680631577,24.1,41
10/13/2022,22.16,19.88,25.65,80.52,24.60281448,5.431577916,0.52008202,22.41,42
10/14/2022,22.64,19.75,26.59,69.44,24.37476833,5.929356056,0.840046232,23.1,42
10/15/2022,22.99,19.68,27.94,72.91,24.14792617,6.511055607,0.760616443,23.97,42
10/16/2022,23.26,18.08,29.92,72.2,23.92237834,7.773685866,0.79339058,23.94,42
10/17/2022,23.5,19.79,28.83,76.72,23.69821473,6.768270904,0.674079564,24.07,41
10/18/2022,23.18,18.7,29.3,73.3,23.47552478,7.203905915,0.758325426,23.87,41
10/19/2022,22.15,18.74,27.71,65,23.25439736,6.399498335,0.933870245,22.53,41
10/20/2022,21.6,15.69,28.97,62.79,23.03492072,7.606936959,0.960074829,22.34,41
10/21/2022,22.67,15.74,30.6,59.33,22.81718241,8.187144573,1.119989992,23.12,41
10/22/2022,23.74,17.61,31.92,56.08,22.60126925,8.168587664,1.290223354,24.44,41
10/23/2022,23.63,16.96,32.68,47.09,22.38726722,8.458047567,1.544066508,23.8,41
10/24/2022,24.71,17.24,34.49,38.03,22.17526141,9.004969349,1.929416171,24.08,40
10/25/2022,24.28,18.09,33.1,41.74,21.965336,8.23629255,1.7678618,24.05,40
10/26/2022,22.91,16.75,31.39,38,21.75757413,7.79488924,1.732391926,22.97,40
10/27/2022,22.73,16.4,30.8,36.16,21.55205789,7.623851542,1.764463032,22.43,40
10/28/2022,22.25,15.95,31.45,49.25,21.34886828,7.742319034,1.362377792,22.37,40
10/29/2022,21.71,16.74,28.73,69.39,21.1480851,6.654501182,0.795112005,22.1,40
10/30/2022,21.96,17.33,28.06,72.16,20.94978695,6.275577302,0.734277767,22.6,40
10/31/2022,21.23,16.14,27.71,70.42,20.75405118,6.337178645,0.746113654,22.01,40
11/1/2022,20.83,15.15,28.75,56.57,20.56095379,6.736979959,1.068879135,21.52,40
11/2/2022,20.89,15.4,28.54,50.4,20.37056948,6.570938745,1.225244499,21.5,40
11/3/2022,22.89,17.26,29.91,37.65,20.18297152,6.718091211,1.740063738,22.61,40
11/4/2022,21.1,17.4,25.25,67.32,19.99823176,5.013071083,0.817759076,21.31,40
11/5/2022,17.54,16.19,18.96,66.89,19.81642059,2.68076952,0.663869542,17.93,42
11/6/2022,18.19,14.96,21.84,66.62,19.63760691,4.263757185,0.697233443,18.71,43
11/7/2022,17.33,13.19,23.55,71,19.46185809,5.061394223,0.573801448,18.12,42
11/8/2022,18.5,12.7,27.6,60.78,19.28923994,6.216453805,0.835298658,18.44,42
11/9/2022,20.2,15.08,28.7,58.73,19.11981672,6.167138634,0.977020903,19.97,42
11/10/2022,19.19,17.08,22.62,76.9,18.95365106,3.795420777,0.513645958,18.78,42
11/11/2022,18.56,15.65,22.7,84.97,18.790804,4.172454714,0.321310419,18.56,42
11/12/2022,19.21,16.99,23.19,72.32,18.63133496,3.948996416,0.616252964,18.69,42
11/13/2022,17.36,14.78,20.54,77.7,18.47530168,3.585745671,0.442070905,16.97,42
11/14/2022,18.36,14.15,24.87,74.38,18.32276028,4.98935666,0.540882831,18.79,42
11/15/2022,19.28,14.36,26.18,63.59,18.17376522,5.328699293,0.814154057,18.92,41
11/16/2022,18.96,14.65,24.71,77.11,18.02836927,4.834580257,0.50172952,19,41
11/17/2022,19.31,16.23,23.97,80.12,17.88662357,4.247345967,0.445362096,19.57,41
11/18/2022,19.7,16.75,24.59,79.22,17.74857754,4.286281477,0.4769443,19.69,41
11/19/2022,17.51,14.66,21.33,70.19,17.614279,3.694480184,0.596572561,17.97,41
11/20/2022,15.51,13.36,18.03,68.12,17.48377404,2.89465023,0.561774215,16.07,42
11/21/2022,16.22,14.01,19.27,60.24,17.35710715,3.114815749,0.733172561,16.42,42
11/22/2022,15.42,13.04,18.42,57.99,17.23432114,3.054307673,0.736018965,15.87,42
11/23/2022,17.75,13.85,21.83,76.59,17.11545719,3.953278326,0.475636761,17.87,43
11/24/2022,17.35,13.98,21.25,79.19,17.00055487,3.705812714,0.412272812,17.47,43
11/25/2022,17.31,13.23,22.95,77.88,16.8896521,4.252188434,0.437119021,16.93,43
11/26/2022,16.11,14.3,17.98,75.46,16.78278525,2.510981844,0.449352305,16.26,44
11/27/2022,15.81,13.13,18.08,70.02,16.67998907,2.868763256,0.538541852,16.16,44
11/28/2022,14.46,11.81,18.84,66.39,16.58129676,3.262033025,0.553541516,14.54,44
11/29/2022,14.35,12.23,16.8,73.65,16.48673997,2.606163761,0.430895669,14.36,45
11/30/2022,13.81,11.48,16.68,75.41,16.39634883,2.718323584,0.388276234,14.4,45
12/1/2022,13.92,10.5,18.08,73.3,16.31015195,3.276073409,0.424616651,13.51,45
12/2/2022,13.57,9.64,19.12,61.1,16.22817646,3.60509111,0.604715648,13.87,44
12/3/2022,13.95,11.13,19.76,69.53,16.15044802,3.464667305,0.48551667,13.96,44
12/4/2022,13.69,7.79,20.89,57.5,16.07699083,4.214450027,0.665859337,13.12,44
12/5/2022,14.31,9.25,22.19,59.05,16.00782768,4.252728721,0.667914766,14.1,44
12/6/2022,16.06,11.81,22.26,62.85,15.94297994,4.013677136,0.678086615,15.44,43
12/7/2022,16.08,12.98,20.9,83.92,15.88246759,3.482986622,0.293877874,15.96,43
12/8/2022,15.92,11.1,22.62,74.09,15.82630927,4.166019416,0.468716111,15.64,43
12/9/2022,18.48,14.1,25.42,67.56,15.77452223,4.428682462,0.690034797,17.97,43
12/10/2022,17.85,15.42,22.1,75.23,15.72712242,3.332919842,0.506448141,17.59,44
12/11/2022,15.97,13.7,19.24,75.91,15.68412446,2.867306103,0.437186622,16.18,44
12/12/2022,15.84,13.89,18.57,83.5,15.64554168,2.618769979,0.296964901,16.14,44
12/13/2022,18.11,14.24,23.42,77.51,15.61138612,3.90666388,0.467411447,17.8,44
12/14/2022,18.9,16,24.6,73.67,15.58166855,3.857066156,0.574973961,18.44,44
12/15/2022,19.28,15.69,26.72,64.68,15.5563985,4.406201736,0.789780865,18.45,44
12/16/2022,16.13,12.47,20.89,78.22,15.53558421,3.517995916,0.399323218,15.43,43
12/17/2022,15.01,11.53,20.24,78.44,15.51923274,3.456315589,0.367909425,14.93,43
12/18/2022,14.4,11.22,19.52,85.45,15.50734988,3.30872246,0.238703872,14.29,43
12/19/2022,14.08,11.29,19.22,84.53,15.49994019,3.200462662,0.248590986,13.58,43
12/20/2022,12.69,8.35,19.14,73.77,15.49700704,3.569799408,0.384969245,12.77,43
12/21/2022,13.58,8.04,20.89,75.79,15.49855256,4.009807092,0.376599017,13.75,43
12/22/2022,15.31,12.73,19.15,87.36,15.50457767,2.991675409,0.21989566,15.36,43
12/23/2022,15.87,13.12,20.11,86.81,15.51508204,3.176607938,0.237847791,15.91,43
12/24/2022,16.39,12.87,22.2,75.46,15.53006417,3.730276368,0.457444935,16.12,43
12/25/2022,17.93,12.35,26.92,52.8,15.54952128,4.877616499,0.969923341,16.29,43
12/26/2022,16.82,11.42,25.94,53.36,15.57344937,4.725230767,0.893499207,15.34,43
12/27/2022,15.68,11.52,23.81,65.06,15.60184321,4.211774743,0.622439693,14.96,43
12/28/2022,14.01,9.82,21.16,77.75,15.63469629,3.852010672,0.355920468,13.86,43
12/29/2022,13.14,7.91,20.47,62.97,15.67200083,3.952459342,0.559724231,12.61,42
12/30/2022,14.01,9.84,19.76,77.09,15.71374779,3.620988284,0.366478109,12.97,42
12/31/2022,13.89,8.89,21.98,58.95,15.75992682,4.155986183,0.651557558,13.46,42
1/1/2023,13.57,8.21,21.83,56.71,15.81052623,4.209952867,0.672959908,13.21,42
1/2/2023,13.68,9.1,21.68,55.81,15.86553304,4.074342631,0.69188677,13.6,42
1/3/2023,12.61,7.04,20.44,64.79,15.92493288,4.077315008,0.514061048,12.43,42
1/4/2023,12.63,9.09,18.27,87.47,15.98871001,3.390506293,0.183176454,12.46,42
1/5/2023,12.93,10.2,18.06,87.2,16.05684733,3.181719922,0.190838585,12.7,42
1/6/2023,12.83,9.97,17.28,84.85,16.12932627,3.072201864,0.224401237,12.75,42
1/7/2023,12.9,9.38,17.92,79.75,16.20612686,3.344062463,0.301320308,12.24,42
1/8/2023,11.86,6.46,18.9,63.99,16.28722764,3.918829236,0.500419605,11.67,42
1/9/2023,14.36,9.46,21.28,69.67,16.3726057,4.163613588,0.496300779,14.3,42
1/10/2023,14.39,12.58,16.5,64.57,16.46223657,2.41312981,0.580880336,14.51,42
1/11/2023,13.54,11.34,16.67,73.57,16.55609428,2.755169509,0.410062705,13.75,42
1/12/2023,14.25,12.39,17.41,75.32,16.6541513,2.750617706,0.400982175,14.32,42
1/13/2023,14.69,12.86,17.7,73.55,16.7563785,2.754738572,0.44214012,14.91,42
1/14/2023,14.69,11.22,17.77,72.02,16.86274517,3.224975907,0.467715711,14.84,42
1/15/2023,13.38,8.06,21.37,72.81,16.97321897,4.440758836,0.417477978,13.07,42
1/16/2023,13.5,10.28,18.15,73.77,17.08776589,3.450998934,0.405900658,13.64,42
1/17/2023,14.74,9.9,20.16,62.04,17.20635029,4.12484682,0.636592657,14.68,42
1/18/2023,12.8,9.8,18.89,72.34,17.32893483,3.677079949,0.408894495,13.24,42
1/19/2023,9.44,7.78,11.18,76.77,17.45548046,2.016537047,0.274726228,10.19,43
