date,tmean,tmin,tmax,humidite,Ra,ETo,VPD,soil_temp,soil_moisture,categorie,pump_status,irrigation_volume
2020-01-01,9.96,7.57,14.01,76.92,15.81052623,2.56174889,0.282655001,9.76,55.0,3,0,0.0
2020-01-02,10.59,7.76,15.65,86.79,15.86553304,2.909955837,0.168739753,10.02,55.0,1,0,0.0
2020-01-03,9.89,6.09,15.14,88.67,15.92493288,3.051073654,0.138105949,9.55,55.0,2,0,0.0
2020-01-04,12.18,8.72,14.67,81.78,15.98871001,2.689251213,0.258596111,12.04,55.0,2,0,0.0
2020-01-05,12.76,9.91,14.6,79.54,16.05684733,2.444150167,0.301666001,12.59,55.0,2,0,0.0
2020-01-06,11.27,8.62,15.56,71.21,16.12932627,2.840984276,0.384766983,10.74,55.0,2,0,0.0
2020-01-07,11.0,7.55,15.47,82.04,16.20612686,3.021079464,0.235763459,10.69,55.0,2,0,0.0
2020-01-08,12.15,10.64,14.48,88.66,16.28722764,2.198555541,0.160630752,12.15,56.0,3,0,0.0
2020-01-09,11.05,8.3,14.5,86.54,16.3726057,2.70512477,0.17727943,11.46,57.0,1,0,0.0
2020-01-10,10.25,7.39,15.8,86.41,16.46223657,3.079977457,0.169696471,10.58,56.0,2,0,0.0
2020-01-11,10.82,8.04,15.05,83.18,16.55609428,2.885455396,0.218170534,10.74,56.0,1,0,0.0
2020-01-12,11.36,9.16,14.23,82.8,16.6541513,2.515022305,0.23124702,11.12,56.0,2,0,0.0
2020-01-13,10.56,8.02,14.24,81.97,16.7563785,2.725896844,0.2298483,9.68,56.0,2,0,0.0
2020-01-14,10.26,7.5,15.19,80.24,16.86274517,3.017914625,0.246905474,9.62,56.0,1,0,0.0
2020-01-15,9.43,5.18,15.67,82.26,16.97321897,3.442923995,0.209658354,9.24,56.0,1,0,0.0
2020-01-16,9.6,5.89,14.86,77.71,17.08776589,3.22522417,0.266462113,8.82,56.0,1,0,0.0
2020-01-17,9.59,5.9,14.18,81.72,17.20635029,3.119060486,0.218378366,8.89,55.0,2,0,0.0
2020-01-18,11.79,8.52,15.75,80.07,17.32893483,3.171128336,0.275683691,11.41,55.0,1,0,0.0
2020-01-19,10.58,5.68,17.06,75.7,17.45548046,3.843644081,0.310192444,10.47,55.0,3,0,0.0
2020-01-20,12.56,8.05,16.64,80.7,17.58594643,3.59908357,0.280854133,12.28,55.0,3,0,0.0
2020-01-21,14.87,13.13,17.6,78.04,17.72029024,2.815150146,0.371371186,14.47,55.0,2,0,0.0
2020-01-22,13.92,11.33,17.38,79.5,17.85846765,3.204666891,0.32601653,13.71,54.0,3,0,0.0
2020-01-23,13.06,10.22,17.79,86.58,18.00043269,3.515237254,0.201791107,12.84,54.0,3,0,0.0
2020-01-24,12.98,9.05,19.49,82.5,18.14613759,4.150791326,0.261767194,12.1,54.0,2,0,0.0
2020-01-25,11.47,6.97,16.76,80.32,18.29553285,3.85378043,0.266524855,10.84,54.0,3,0,0.0
2020-01-26,10.65,6.51,17.05,80.38,18.44856716,3.919160539,0.251623387,10.86,54.0,1,0,0.0
2020-01-27,11.83,8.87,16.41,89.85,18.60518745,3.4816027,0.14077225,11.92,54.0,2,0,0.0
2020-01-28,11.02,6.21,17.26,80.04,18.7653389,4.134846234,0.262366281,11.21,54.0,2,0,0.0
2020-01-29,13.8,11.3,18.32,83.39,18.92896489,3.645107495,0.262101583,13.84,54.0,2,0,0.0
2020-01-30,13.53,9.98,18.71,87.83,19.09600704,4.065724239,0.188695181,13.38,54.0,1,0,0.0
2020-01-31,12.85,9.21,17.65,83.64,19.26640524,3.94575603,0.242641351,12.52,53.0,2,0,0.0
2020-02-01,13.1,10.34,18.14,87.51,19.44009761,3.858620417,0.188298808,13.16,53.0,2,0,0.0
2020-02-02,13.87,10.88,18.22,88.53,19.61702056,3.871301328,0.181818823,13.73,53.0,1,0,0.0
2020-02-03,15.26,12.25,20.25,81.34,19.79710878,4.257723437,0.323583499,14.99,53.0,2,0,0.0
2020-02-04,15.03,11.82,19.89,75.32,19.98029528,4.285854156,0.421693034,14.81,53.0,2,0,0.0
2020-02-05,12.58,11.29,14.64,58.9,20.16651139,2.579103585,0.59887401,12.66,53.0,1,0,0.0
2020-02-06,10.95,8.24,13.63,56.43,20.35568683,3.124969826,0.570051402,11.12,52.0,3,0,0.0
2020-02-07,10.19,6.91,14.84,62.87,20.54774967,3.725045606,0.461780163,10.11,52.0,2,0,0.0
2020-02-08,10.7,5.4,17.35,73.35,20.74262643,4.7002439,0.342922843,10.81,52.0,2,0,0.0
2020-02-09,12.42,7.78,18.92,66.86,20.94024207,4.857877838,0.477840028,12.08,52.0,1,0,0.0
2020-02-10,12.52,7.47,19.74,74.97,21.14052006,5.164104015,0.363281951,12.12,52.0,1,0,0.0
2020-02-11,13.59,9.78,19.54,74.97,21.34338241,4.814013526,0.389608127,13.3,52.0,3,0,0.0
2020-02-12,14.08,11.03,18.84,82.46,21.54874968,4.415640844,0.281854291,13.73,52.0,1,0,0.0
2020-02-13,14.32,10.62,21.15,74.27,21.75654108,5.215637622,0.41994078,13.6,51.0,1,0,0.0
2020-02-14,13.87,11.03,18.43,85.56,21.9666745,4.352673327,0.228898326,13.87,51.0,2,0,0.0
2020-02-15,12.4,9.05,17.13,74.12,22.17906655,4.379088511,0.37266914,12.23,51.0,2,0,0.0
2020-02-16,11.1,6.94,17.21,74.48,22.3936326,4.770187493,0.337237995,10.8,51.0,1,0,0.0
2020-02-17,10.4,4.72,17.91,76.11,22.6102869,5.32605216,0.301316828,10.64,51.0,2,0,0.0
2020-02-18,11.72,6.68,17.21,83.11,22.82894257,5.029724185,0.23255457,11.88,51.0,1,0,0.0
2020-02-19,12.26,9.51,16.2,72.62,23.04951169,4.121844469,0.390655546,12.46,51.0,3,0,0.0
2020-02-20,12.78,9.28,16.73,74.78,23.27190537,4.467611455,0.37233601,12.9,51.0,2,0,0.0
2020-02-21,12.13,8.09,17.15,81.26,23.49603381,4.868477981,0.265102073,12.47,50.0,1,0,0.0
2020-02-22,12.98,10.62,15.95,78.81,23.72180635,3.877107228,0.316962676,13.04,50.0,2,0,0.0
2020-02-23,12.78,9.05,18.45,79.64,23.94913158,5.164389792,0.300585296,12.41,50.0,1,0,0.0
2020-02-24,12.71,8.87,19.13,81.53,24.17791738,5.434537791,0.271433958,12.83,50.0,2,0,0.0
2020-02-25,13.56,6.85,23.17,68.54,24.40807097,7.112092962,0.488739583,13.33,50.0,3,0,0.0
2020-02-26,13.95,10.65,18.42,77.13,24.63949905,5.015496699,0.364416352,13.98,50.0,2,0,0.0
2020-02-27,12.62,9.15,17.01,68.45,24.87210783,4.878776357,0.460927903,12.84,50.0,3,0,0.0
2020-02-28,13.36,9.02,19.84,76.79,25.10580309,5.91851883,0.355904111,13.46,50.0,2,0,0.0
2020-02-29,15.04,7.45,24.61,68.65,25.34049032,7.928748462,0.536004383,13.97,49.0,1,0,0.0
2020-03-01,14.98,9.2,22.54,65.79,25.57607474,7.042852491,0.582648178,14.58,49.0,2,0,0.0
2020-03-02,16.07,10.93,22.96,74.27,25.81246139,6.974374531,0.469941064,15.64,49.0,2,0,0.0
2020-03-03,13.24,11.1,15.85,70.7,26.04955523,4.053187233,0.445784113,13.49,51.0,3,0,0.0
2020-03-04,13.4,11.0,16.06,70.99,26.28726122,4.243293082,0.446003741,13.57,51.0,2,0,0.0
2020-03-05,14.93,10.02,21.99,78.15,26.52548437,6.908507598,0.370942207,15.14,51.0,3,0,0.0
2020-03-06,14.9,11.41,20.41,74.51,26.76412983,6.038790614,0.43190206,14.78,51.0,3,0,0.0
2020-03-07,11.78,10.61,13.37,77.44,27.00310301,3.052068101,0.311857365,12.08,51.0,2,0,0.0
2020-03-08,12.18,8.94,15.38,74.12,27.2423096,4.767012848,0.367314344,12.37,52.0,2,0,0.0
2020-03-09,11.72,7.87,16.65,81.4,27.48165568,5.528844062,0.256099172,11.9,52.0,1,0,0.0
2020-03-10,12.46,10.19,15.61,75.6,27.7210478,4.491651417,0.352745354,12.8,53.0,2,0,0.0
2020-03-11,13.14,9.73,17.36,82.25,27.96039305,5.496088111,0.268298814,13.5,52.0,2,0,0.0
2020-03-12,13.97,7.55,21.79,74.91,28.19959914,7.775762377,0.400309775,14.5,52.0,1,0,0.0
2020-03-13,16.38,9.96,25.63,68.18,28.43857447,8.849978497,0.592772276,15.93,51.0,2,1,9.734976346700002
2020-03-14,15.12,11.22,20.6,77.92,28.67722821,6.650070572,0.379459352,15.11,51.0,2,0,0.0
2020-03-15,13.86,10.44,18.99,81.4,28.91547037,6.156757744,0.294649856,14.58,51.0,2,0,0.0
2020-03-16,14.4,9.57,20.27,80.75,29.15321188,7.062557645,0.315810965,14.47,50.0,1,0,0.0
2020-03-17,14.14,11.44,17.75,84.14,29.39036464,5.423534433,0.255851375,14.04,50.0,3,0,0.0
2020-03-18,13.36,9.8,17.54,75.62,29.62684161,5.907192465,0.37384499,13.56,50.0,2,0,0.0
2020-03-19,13.22,8.87,18.59,75.05,29.86255686,6.642472293,0.379105761,13.68,50.0,1,0,0.0
2020-03-20,14.51,10.31,19.65,77.23,30.09742563,6.835457418,0.376225693,14.82,50.0,3,0,0.0
2020-03-21,14.3,12.37,16.66,84.96,30.33136443,4.638242614,0.245151089,14.31,50.0,1,0,0.0
2020-03-22,14.09,11.52,17.44,83.1,30.56429105,5.454532519,0.271746155,14.55,51.0,2,0,0.0
2020-03-23,13.63,9.65,18.37,82.81,30.79612463,6.57395199,0.268271086,13.98,51.0,2,0,0.0
2020-03-24,12.18,9.96,15.89,80.01,31.02678575,5.209830548,0.283717687,12.59,50.0,2,0,0.0
2020-03-25,9.3,8.32,10.5,81.31,31.25619642,2.876480943,0.218960142,10.03,54.0,3,0,0.0
2020-03-26,9.91,7.93,12.88,64.77,31.48428019,4.464375642,0.43000909,10.28,55.0,2,0,0.0
2020-03-27,10.66,7.18,14.38,76.33,31.71096215,5.56978459,0.303766408,11.29,54.0,3,0,0.0
2020-03-28,12.06,6.83,17.93,76.33,31.93616901,7.307384284,0.333302616,12.56,54.0,1,0,0.0
2020-03-29,11.39,9.42,13.74,81.78,32.15982912,4.487635107,0.245448007,11.45,54.0,1,0,0.0
2020-03-30,12.16,8.06,16.94,83.47,32.38187249,6.649333049,0.234301197,12.35,55.0,3,0,0.0
2020-03-31,14.5,7.68,21.3,73.26,32.60223087,8.938532646,0.441536002,14.27,55.0,2,0,0.0
2020-04-01,13.15,9.22,17.5,79.87,32.82083774,6.722848428,0.3044724,13.56,54.0,3,0,0.0
2020-04-02,12.87,8.73,16.52,87.53,33.03762837,6.504579177,0.18518968,13.28,55.0,1,0,0.0
2020-04-03,12.28,10.95,13.43,91.2,33.25253982,3.622899865,0.125722998,12.53,55.0,1,0,0.0
2020-04-04,13.12,9.45,17.49,76.87,33.46551096,6.748275523,0.349163182,13.77,56.0,3,0,0.0
2020-04-05,13.2,8.56,18.86,74.49,33.67648253,7.706103999,0.387108822,13.5,55.0,3,0,0.0
2020-04-06,13.33,7.63,19.21,72.32,33.88539709,8.25607854,0.423617635,13.36,54.0,2,0,0.0
2020-04-07,13.97,8.39,19.65,77.08,34.0921991,8.359287501,0.365687526,14.12,54.0,2,0,0.0
2020-04-08,14.29,10.64,19.44,75.99,34.29683488,7.509187209,0.391108252,14.34,53.0,2,0,0.0
2020-04-09,14.29,8.95,20.39,72.96,34.49925263,8.612321866,0.440465103,14.77,53.0,3,0,0.0
2020-04-10,15.29,9.69,20.37,74.71,34.69940244,8.630425847,0.43940049,15.67,52.0,2,0,0.0
2020-04-11,15.83,11.96,20.67,71.46,34.8972363,7.966266207,0.513330874,16.56,52.0,2,0,0.0
2020-04-12,15.96,9.95,22.36,64.18,35.09270806,9.599155967,0.649648096,16.15,52.0,1,1,9.11919816865
2020-04-13,16.52,11.0,22.18,67.89,35.28577345,9.313129853,0.603528565,16.83,51.0,2,1,10.2444428383
2020-04-14,17.06,12.67,23.15,79.69,35.47639007,9.208211408,0.395051739,17.61,51.0,1,1,8.7478008376
2020-04-15,17.46,12.66,23.27,75.16,35.66451739,9.421155834,0.495543768,17.84,50.0,2,1,10.363271417400002
2020-04-16,18.79,13.19,26.12,76.06,35.85011669,10.8487595,0.519203352,19.36,50.0,2,1,11.93363545
2020-04-17,21.0,13.85,29.96,72.82,36.03315108,12.0,0.675968067,21.16,50.0,1,1,11.399999999999999
2020-04-18,20.12,17.12,24.47,79.99,36.21358549,8.562712461,0.471377038,19.99,51.0,2,1,9.4189837071
2020-04-19,19.39,15.99,24.73,75.78,36.39138661,9.202553149,0.545296416,19.2,52.0,1,1,8.74242549155
2020-04-20,18.32,15.78,23.1,81.95,36.56652288,8.218920569,0.380112283,18.26,52.0,2,0,0.0
2020-04-21,17.5,13.74,21.75,75.67,36.73896447,8.442007051,0.486596831,17.6,53.0,2,0,0.0
2020-04-22,15.83,13.35,19.29,82.42,36.90868326,6.957872681,0.316200307,15.98,55.0,2,0,0.0
2020-04-23,16.15,12.81,20.53,77.01,37.07565276,8.043870513,0.422046053,16.75,57.0,3,0,0.0
2020-04-24,15.78,10.53,20.64,80.27,37.23984815,9.145174717,0.35373772,16.58,55.0,2,0,0.0
2020-04-25,17.97,12.16,25.3,77.11,37.40124616,11.1539972,0.471556689,17.5,55.0,1,1,10.59629734
2020-04-26,18.87,15.78,22.7,74.05,37.5598251,8.333268105,0.565615266,18.55,54.0,2,0,0.0
2020-04-27,18.13,14.37,22.96,79.97,37.7155648,9.13486747,0.416808401,18.62,54.0,2,0,0.0
2020-04-28,17.54,14.2,22.84,81.76,37.86844655,9.047503133,0.365719736,18.06,54.0,1,0,0.0
2020-04-29,16.97,13.27,22.08,76.65,38.01845308,9.024329061,0.451600321,17.58,58.0,3,0,0.0
2020-04-30,17.39,12.31,23.08,70.56,38.1655685,10.1374025,0.584720215,17.63,57.0,3,0,0.0
2020-05-01,18.35,12.92,24.29,66.91,38.30977829,10.74053732,0.698149653,18.44,56.0,2,1,11.814591052
2020-05-02,19.19,13.87,25.54,69.34,38.45106919,11.17521831,0.681748272,19.37,55.0,2,1,12.292740141000001
2020-05-03,19.57,15.3,25.03,73.33,38.58942922,10.34607706,0.607211895,19.8,54.0,1,1,9.828773207
2020-05-04,19.47,13.64,25.47,73.44,38.7248476,11.41745526,0.600961791,20.09,53.0,1,1,10.846582497
2020-05-05,22.62,14.64,31.85,69.05,38.85731471,12.0,0.849735253,22.58,52.0,2,1,13.200000000000001
2020-05-06,22.5,18.15,29.08,67.14,38.98682203,11.94705323,0.895628088,22.45,52.0,1,1,11.3497005685
2020-05-07,20.04,15.93,24.68,77.67,39.11336211,10.0695054,0.523432482,21.16,51.0,2,1,11.076455940000002
2020-05-08,20.01,15.02,25.91,72.02,39.23692852,11.26013135,0.654656209,20.5,51.0,2,1,12.386144485
2020-05-09,21.22,15.74,29.34,70.21,39.35751577,12.0,0.750950001,21.63,50.0,1,1,11.399999999999999
2020-05-10,21.69,16.69,28.29,72.24,39.47511931,12.0,0.720201127,22.22,50.0,3,1,14.399999999999999
2020-05-11,20.09,15.86,25.69,65.32,39.58973546,10.81712379,0.815444784,20.98,50.0,3,1,12.980548548
2020-05-12,22.06,14.58,29.91,56.27,39.70136132,12.0,1.160426171,22.26,49.0,2,1,13.200000000000001
2020-05-13,23.04,16.8,31.81,62.91,39.80999482,12.0,1.044544108,23.4,49.0,1,1,11.399999999999999
2020-05-14,23.55,17.94,34.28,62.56,39.91563458,12.0,1.087356963,23.05,48.0,2,1,13.200000000000001
2020-05-15,19.57,16.65,22.86,68.06,40.01827989,8.57146688,0.727197147,19.97,48.0,2,1,9.428613568
2020-05-16,21.45,17.75,27.28,75.52,40.11793072,11.18027463,0.625851934,21.66,48.0,3,1,13.416329555999999
2020-05-17,20.62,17.53,24.66,78.05,40.21458757,9.488849982,0.533284945,21.37,48.0,3,1,11.386619978399999
2020-05-18,19.5,16.47,23.02,77.03,40.30825153,8.850163169,0.520702359,20.53,48.0,3,1,10.6201958028
2020-05-19,18.69,14.8,22.62,74.28,40.39892418,9.481452549,0.554331267,19.21,48.0,2,1,10.4295978039
2020-05-20,20.48,16.04,25.33,68.69,40.48660754,10.8647318,0.754154172,21.12,48.0,2,1,11.95120498
2020-05-21,20.44,16.62,24.83,72.89,40.57130409,10.22436313,0.65138096,21.28,48.0,1,1,9.7131449735
2020-05-22,20.55,15.17,26.42,66.36,40.65301665,12.0,0.813780784,21.59,47.0,3,1,14.399999999999999
2020-05-23,21.35,14.07,28.73,56.64,40.73174841,12.0,1.10176779,22.25,47.0,2,1,13.200000000000001
2020-05-24,22.92,15.01,32.01,53.13,40.80750285,12.0,1.31042529,23.68,47.0,2,1,13.200000000000001
2020-05-25,20.69,15.96,26.36,70.83,40.88028373,11.67095295,0.711759983,21.5,46.0,1,1,11.0874053025
2020-05-26,20.02,14.5,25.66,74.19,40.95009504,11.89970984,0.604257981,21.59,46.0,2,1,13.089680824
2020-05-27,20.65,16.07,26.15,65.88,41.01694096,11.5164258,0.830493767,21.52,46.0,2,1,12.668068380000001
2020-05-28,19.78,14.88,25.02,59.0,41.08082587,11.30687927,0.94571669,21.35,46.0,1,1,10.7415353065
2020-05-29,21.15,14.71,27.18,67.94,41.14175427,12.0,0.804709944,22.53,46.0,1,1,11.399999999999999
2020-05-30,21.32,16.96,26.49,72.77,41.19973077,11.44372757,0.690637606,22.97,46.0,3,1,13.732473084
2020-05-31,20.2,16.42,25.21,71.55,41.25476007,10.69005491,0.6735218,22.15,46.0,2,1,11.759060401000001
2020-06-01,20.74,14.84,26.86,62.21,41.30684694,12.0,0.924934105,22.05,46.0,2,1,13.200000000000001
2020-06-02,21.46,16.44,27.01,63.14,41.35599617,12.0,0.9429341,23.05,45.0,2,1,13.200000000000001
2020-06-03,22.39,16.51,28.06,57.85,41.40221255,12.0,1.141184567,24.04,45.0,1,1,11.399999999999999
2020-06-04,25.49,18.34,34.43,54.87,41.44550089,12.0,1.471879153,26.08,45.0,1,1,11.399999999999999
2020-06-05,21.29,18.19,24.86,68.93,41.48586594,9.632889601,0.786584586,22.27,47.0,1,1,9.15124512095
2020-06-06,22.37,18.08,27.87,64.02,41.52331242,12.0,0.972952413,23.64,47.0,3,1,14.399999999999999
2020-06-07,22.66,18.46,29.22,73.33,41.55784496,12.0,0.734006031,22.93,49.0,1,1,11.399999999999999
2020-06-08,22.61,18.38,27.69,70.14,41.58946812,11.79437395,0.819312023,23.61,49.0,3,1,14.15324874
2020-06-09,20.95,16.91,24.97,70.57,41.61818637,10.53052963,0.729680796,22.17,49.0,2,1,11.583582593000001
2020-06-10,20.35,15.48,25.68,63.25,41.64400403,11.67010985,0.878113659,21.76,49.0,2,1,12.837120835
2020-06-11,22.28,14.96,30.86,60.91,41.66692531,12.0,1.05128311,23.02,48.0,1,1,11.399999999999999
2020-06-12,25.83,18.27,34.51,63.58,41.6869543,12.0,1.211987367,26.3,48.0,2,1,13.200000000000001
2020-06-13,23.15,20.38,28.72,77.0,41.70409492,11.34340577,0.652056385,24.18,48.0,3,1,13.612086924
2020-06-14,22.4,19.24,26.23,69.73,41.71835091,10.19810807,0.820039244,23.64,48.0,2,1,11.217918877
2020-06-15,22.38,17.78,27.26,64.17,41.72972587,11.87373819,0.969485223,23.34,47.0,3,1,14.248485827999998
2020-06-16,22.87,17.08,29.42,63.83,41.73822322,12.0,1.008210843,23.78,47.0,2,1,13.200000000000001
2020-06-17,23.62,17.71,30.12,61.49,41.74384618,12.0,1.123156662,24.86,46.0,1,1,11.399999999999999
2020-06-18,25.5,18.15,33.77,55.41,41.7465978,12.0,1.455130717,26.23,46.0,3,1,14.399999999999999
2020-06-19,24.55,19.36,31.91,67.39,41.74648091,12.0,1.005644522,25.62,46.0,2,1,13.200000000000001
2020-06-20,23.78,19.72,28.38,61.91,41.74349816,11.74789639,1.121652035,24.87,45.0,2,1,12.922686029
2020-06-21,23.31,18.65,28.24,67.3,41.737652,12.0,0.936053179,24.49,45.0,3,1,14.399999999999999
2020-06-22,23.58,19.67,28.54,64.82,41.72894467,11.82816935,1.02356815,25.04,45.0,3,1,14.19380322
2020-06-23,24.27,18.89,30.07,66.52,41.71737821,12.0,1.015320502,25.83,45.0,1,1,11.399999999999999
2020-06-24,25.83,18.34,33.27,53.95,41.70295444,12.0,1.532455196,27.06,44.0,2,1,13.200000000000001
2020-06-25,27.29,20.23,36.13,58.99,41.68567501,12.0,1.48720732,28.24,44.0,2,1,13.200000000000001
2020-06-26,27.7,20.99,36.5,62.37,41.66554134,12.0,1.397729992,29.13,44.0,2,1,13.200000000000001
2020-06-27,26.61,21.39,34.43,69.51,41.64255465,12.0,1.062446221,28.09,44.0,2,1,13.200000000000001
2020-06-28,25.78,21.2,32.89,72.11,41.61671599,12.0,0.925382163,27.86,44.0,3,1,14.399999999999999
2020-06-29,25.59,19.92,32.14,68.37,41.5880262,12.0,1.037725009,27.56,44.0,2,1,13.200000000000001
2020-06-30,26.93,19.65,34.26,57.11,41.55648593,12.0,1.522905749,28.65,43.0,2,1,13.200000000000001
2020-07-01,30.28,22.24,38.86,45.04,41.52209568,12.0,2.369703229,30.75,43.0,3,1,14.399999999999999
2020-07-02,27.76,21.82,34.13,57.62,41.48485575,12.0,1.57968444,28.93,43.0,2,1,13.200000000000001
2020-07-03,27.02,22.03,33.41,61.51,41.4447663,12.0,1.373910437,28.36,43.0,2,1,13.200000000000001
2020-07-04,24.6,21.45,28.79,60.82,41.40182733,10.93858718,1.211869265,26.19,43.0,2,1,12.032445898000002
2020-07-05,24.69,21.04,29.37,64.64,41.3560387,11.66476519,1.099608557,26.46,43.0,3,1,13.997718228
2020-07-06,24.95,20.41,29.51,68.89,41.30740016,12.0,0.982564388,26.53,42.0,3,1,14.399999999999999
2020-07-07,24.91,20.91,29.46,60.12,41.25591132,11.85022645,1.256553112,26.11,42.0,2,1,13.035249095
2020-07-08,23.96,19.13,29.43,64.78,41.20157171,12.0,1.048415201,26.08,42.0,2,1,13.200000000000001
2020-07-09,24.45,18.77,30.58,66.41,41.14438079,12.0,1.029691001,26.97,42.0,2,1,13.200000000000001
2020-07-10,26.62,20.63,32.76,61.94,41.08433793,12.0,1.327008939,28.38,42.0,1,1,11.399999999999999
2020-07-11,28.43,21.18,36.32,54.66,41.02144247,12.0,1.757199998,30.1,42.0,2,1,13.200000000000001
2020-07-12,28.3,21.94,35.4,54.14,40.95569373,12.0,1.763987185,30.16,42.0,1,1,11.399999999999999
2020-07-13,27.61,21.9,34.77,62.52,40.88709101,12.0,1.384863197,29.55,42.0,1,1,11.399999999999999
2020-07-14,26.67,21.93,32.18,63.67,40.81563366,12.0,1.270421499,29.08,42.0,1,1,11.399999999999999
2020-07-15,24.56,21.54,27.36,73.05,40.74132105,9.575917301,0.831595311,25.23,43.0,2,1,10.533509031100001
2020-07-16,25.35,20.25,30.92,62.46,40.66415263,12.0,1.214202197,27.05,43.0,2,1,13.200000000000001
2020-07-17,24.42,21.03,28.29,64.05,40.58412794,10.61868148,1.100060036,26.2,43.0,2,1,11.680549628
2020-07-18,24.66,21.03,29.36,64.59,40.50124668,11.41559935,1.09919258,26.41,43.0,2,1,12.557159285000003
2020-07-19,24.92,20.65,30.19,67.32,40.41550867,12.0,1.030306892,27.25,43.0,3,1,14.399999999999999
2020-07-20,26.76,20.72,33.32,56.35,40.32691393,12.0,1.534492379,28.47,42.0,1,1,11.399999999999999
2020-07-21,26.08,20.1,32.34,52.98,40.23546271,12.0,1.588039,27.75,42.0,1,1,11.399999999999999
2020-07-22,26.35,20.02,32.61,58.24,40.14115552,12.0,1.433043493,28.11,42.0,2,1,13.200000000000001
2020-07-23,28.42,20.85,35.52,50.59,40.04399315,12.0,1.913826082,29.87,42.0,1,1,11.399999999999999
2020-07-24,29.35,23.14,37.8,46.82,39.94397673,12.0,2.17368672,31.17,41.0,1,1,11.399999999999999
2020-07-25,28.21,23.07,33.87,57.41,39.84110774,12.0,1.629662006,30.02,41.0,2,1,13.200000000000001
2020-07-26,29.3,23.1,37.02,46.89,39.73538809,12.0,2.164577293,31.07,41.0,2,1,13.200000000000001
2020-07-27,29.85,23.79,36.49,43.52,39.62682013,12.0,2.375941576,31.31,41.0,2,1,13.200000000000001
2020-07-28,29.62,23.85,35.94,43.61,39.51540668,12.0,2.341005584,31.21,41.0,1,1,11.399999999999999
2020-07-29,30.22,23.36,37.97,47.86,39.40115111,12.0,2.240404547,31.7,41.0,3,1,14.399999999999999
2020-07-30,30.87,23.77,38.33,41.72,39.28405736,12.0,2.598966986,32.14,41.0,1,1,11.399999999999999
2020-07-31,32.02,25.06,39.38,38.45,39.16412999,12.0,2.929873423,33.12,40.0,1,1,11.399999999999999
2020-08-01,32.58,25.72,41.55,37.79,39.0413742,12.0,3.05628399,33.9,40.0,1,1,11.399999999999999
2020-08-02,30.73,24.24,38.69,54.89,38.91579593,12.0,1.995663922,32.28,40.0,2,1,13.200000000000001
2020-08-03,29.69,24.4,37.02,57.7,38.78740185,12.0,1.763148708,31.63,40.0,3,1,14.399999999999999
2020-08-04,27.56,24.02,31.62,53.99,38.65619945,11.11800414,1.695083914,29.37,41.0,2,1,12.229804554000001
2020-08-05,26.01,22.16,30.22,50.93,38.52219703,11.01995087,1.650433832,27.81,40.0,1,1,10.4689533265
2020-08-06,25.95,21.62,30.88,59.54,38.38540382,11.75377846,1.356023881,28.25,40.0,1,1,11.166089537
2020-08-07,26.24,21.1,31.77,61.93,38.24582997,12.0,1.297968256,28.67,40.0,2,1,13.200000000000001
2020-08-08,27.22,22.53,32.62,62.39,38.10348661,12.0,1.358329068,29.12,40.0,2,1,13.200000000000001
2020-08-09,27.38,23.12,33.02,65.67,37.95838592,12.0,1.251534553,29.16,40.0,1,1,11.399999999999999
2020-08-10,27.63,22.05,33.44,62.24,37.81054115,12.0,1.396839386,29.82,40.0,1,1,11.399999999999999
2020-08-11,29.13,22.35,35.54,54.04,37.65996666,12.0,1.854885502,30.92,40.0,2,1,13.200000000000001
2020-08-12,30.46,23.94,38.33,51.0,37.50667798,12.0,2.134591411,31.99,40.0,3,1,14.399999999999999
2020-08-13,32.44,25.21,41.23,45.36,37.35069188,12.0,2.663307779,33.57,40.0,3,1,14.399999999999999
2020-08-14,33.49,28.83,39.74,39.76,37.19202636,12.0,3.114444867,33.94,40.0,1,1,11.399999999999999
2020-08-15,32.35,26.67,39.54,45.77,37.03070072,12.0,2.629953068,33.61,40.0,1,1,11.399999999999999
2020-08-16,31.29,26.76,38.23,46.4,36.8667356,12.0,2.448072345,32.36,40.0,3,1,14.399999999999999
2020-08-17,29.38,25.02,35.95,57.83,36.70015302,12.0,1.72664513,31.12,40.0,1,1,11.399999999999999
2020-08-18,28.24,23.17,35.2,59.44,36.53097643,12.0,1.554694908,30.33,40.0,3,1,14.399999999999999
2020-08-19,28.76,22.9,36.55,57.4,36.35923072,12.0,1.682893897,31.06,40.0,1,1,11.399999999999999
2020-08-20,30.01,22.95,38.19,51.47,36.18494227,12.0,2.060340855,31.25,40.0,3,1,14.399999999999999
2020-08-21,30.98,24.87,38.91,57.28,36.008139,12.0,1.917051211,32.1,40.0,2,1,13.200000000000001
2020-08-22,30.39,25.47,37.99,61.22,35.82885037,12.0,1.682628742,32.04,40.0,3,1,14.399999999999999
2020-08-23,28.49,24.94,33.28,66.21,35.64710744,10.96029737,1.314134604,30.07,40.0,1,1,10.412282501499998
2020-08-24,27.11,23.39,31.93,55.65,35.46294288,10.70470242,1.591461388,28.82,40.0,2,1,11.775172662000001
2020-08-25,26.23,22.35,31.07,56.13,35.27639099,10.54918507,1.494832594,27.96,40.0,2,1,11.604103577000002
2020-08-26,26.76,21.37,33.54,58.01,35.08748775,12.0,1.476135968,28.89,40.0,2,1,13.200000000000001
